,YEAR,MO,DD,HH,MI,SS,LATITUDE,LONG.,DEPTH,ERR,MAG,MT,Q,Io,Area,M_TYPE,MW_SCOR,MW_BRProxy,s_MW_BRProxy,ST,Locality,(Reference) Comments,t_MW_BRProxy
148,1971,8,5,2,30,0,-8.04,-34.9,0.0,0,3.0,5,C,5,,Ind,3.58,3.6,0.6,PE,RECIFE,5 EV. (BERROCAL 1974),Mw(mb(I0))
149,1971,8,8,13,32,39,-20.28,-44.75,0.0,0,3.5,5,C,5-6,,Ind,4.005,3.6,0.6,MG,C.DO CAJURU,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
150,1972,1,23,3,3,51,-20.28,-44.75,0.0,5,3.7,1,B,6,3.2,MR,4.175,3.3,0.33,MG,CARMO DO CAJURU,INDUZIDO POR RESERVATORIO,0.7Mw(mb)+0.3Mw(Af)
151,1972,1,29,3,34,46,-16.0,-51.0,0.0,100,3.0,5,I,-,,Ind,3.58,3.3,0.33,GO,SW DE GOIAS?,(BERROCAL 1974),0.7Mw(mb)+0.3Mw(Af)
152,1972,3,4,21,45,0,-9.93,-36.49,0.0,0,3.4,3,C,5,0.7,M(Af),3.92,2.7,0.4,AL,JUNQUEIRO,,Mw(Af)
153,1972,6,4,4,30,0,-6.21,-38.5,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,RN,SAO MIGUEL,,Mw(mb(I0))
154,1972,8,1,0,0,0,-16.47,-41.7,0.0,0,3.9,4,C,6,,M(Io),4.345,3.6,0.6,MG,TUPARECE,VARIOS EVENTOS,Mw(mb(I0))
155,1972,10,24,15,36,36,-21.72,-40.53,8.0,30,4.8,2,A,-,210.0,M(bR),5.11,4.6,0.33,RJ,CAMPOS,(ISC;IAG) RELOCAL.; Campos V MM,0.7Mw(mb)+0.3Mw(Af)
156,1973,4,26,14,15,2,-5.28,-35.82,0.0,0,3.6,1,C,-,17.0,MR,4.09,3.4,0.33,RN,PARAZINHO,(UFRN),0.7Mw(mb)+0.3Mw(Af)
157,1973,4,26,18,54,57,-5.28,-35.82,0.0,0,3.6,1,C,-,17.0,MR,4.09,3.4,0.33,RN,PARAZINHO,(UFRN),0.7Mw(mb)+0.3Mw(Af)
158,1973,4,27,8,20,13,-5.28,-35.82,0.0,0,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
159,1973,5,2,3,41,14,-5.28,-35.82,0.0,0,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
160,1973,5,2,3,47,58,-5.28,-35.82,0.0,0,3.1,1,I,-,,MR,3.665,2.7,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
161,1973,5,2,17,34,34,-5.28,-35.82,0.0,0,2.3,1,C,4,,MR,2.985,1.8,0.3,RN,PARAZINHO,(UFRN)HORA NOTICIADA 12:30,Mw(mb)
162,1973,6,17,4,22,29,-5.28,-35.82,0.0,0,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
163,1973,6,26,5,25,2,-5.28,-35.82,0.0,0,3.1,1,I,-,,MR,3.665,2.7,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
164,1973,7,8,22,38,30,-13.41,-49.05,0.0,50,3.3,1,I,-,,MR,3.835,2.9,0.3,GO,PORANGATU,(UnB) NAO SENTIDO,Mw(mb)
165,1973,7,20,13,35,25,-5.28,-35.82,0.0,0,3.9,1,I,-,,MR,4.345,3.6,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
166,1973,7,22,21,22,50,-5.28,-35.82,0.0,10,4.3,2,B,6-7,25.0,M(bR),4.685,4.0,0.33,RN,PARAZINHO,(UFRN)   (LAO MB4.1),0.7Mw(mb)+0.3Mw(Af)
167,1973,7,22,21,33,27,-5.28,-35.82,0.0,0,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
168,1973,7,23,13,27,10,-5.28,-35.82,0.0,0,3.0,1,C,-,,MR,3.58,2.6,0.3,RN,PARAZINHO,(UFRN) HORA NOTICIADA 11H,Mw(mb)
169,1973,7,23,23,35,51,-5.28,-35.82,0.0,0,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,PARAZINHO,(UFRN) EPI. INFERIDO,Mw(mb)
170,1974,2,3,20,20,23,-29.5,-42.54,0.0,30,4.4,0,I,-,,mb,4.77,4.2,0.3,SC,ATLANTICO,(ISC),Mw(mb)
171,1974,2,15,0,0,0,-20.04,-48.47,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,MG,CONC.ALAGOAS,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
172,1974,2,24,3,19,40,-20.04,-48.47,0.0,10,4.2,2,B,6-7,7.0,M(bR),4.6,3.8,0.33,MG,CONCEICAO DAS ALAGOAS,INDUZIDO POR RESERVATORIO,0.7Mw(mb)+0.3Mw(Af)
173,1974,2,27,0,0,0,-20.04,-48.47,0.0,0,3.5,4,C,5,,M(Io),4.005,3.1,0.6,MG,CONC.ALAGOAS,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
174,1974,3,1,9,0,0,-20.04,-48.47,0.0,0,3.2,4,C,4-5,,M(Io),3.75,2.9,0.6,MG,CONCEICAO DAS ALAGOAS,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
175,1974,3,2,18,15,0,-20.04,-48.47,0.0,0,3.5,4,C,5,,M(Io),4.005,3.1,0.6,MG,CONCEICAO DAS ALAGOAS,4 EVEN.-INDUZ.P.RESERVAT.,Mw(mb(I0))
176,1974,3,20,0,0,0,-29.45,-51.5,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,RS,SALV.DO SUL,,Mw(mb(I0))
177,1974,4,11,0,0,0,-16.42,-41.64,0.0,5,3.7,3,C,6-7,2.8,M(Af),4.175,3.1,0.4,MG,TUPARECE,+ DE 200 EM ABRIL/74; INT.< V (!?),Mw(Af)
178,1974,6,12,17,39,16,5.58,-60.6,0.0,50,3.9,1,I,-,,MR,4.345,3.6,0.3,RR,GUIANA/RR,(ISC; TRN),Mw(mb)
179,1974,10,20,21,37,32,-7.99,-36.06,0.0,10,3.6,1,C,5,0.5,MR,4.09,3.1,0.33,PE,TORITAMA,(UFRN),0.7Mw(mb)+0.3Mw(Af)
180,1974,10,20,21,59,0,-7.99,-36.06,0.0,0,2.9,1,I,-,,MR,3.495,2.5,0.3,PE,TORITAMA,(UFRN) EPICENTRO INFERIDO,Mw(mb)
181,1974,10,20,23,2,42,-7.99,-36.06,0.0,0,2.7,1,I,-,,MR,3.325,2.3,0.3,PE,TORITAMA,(UFRN) EPICENTRO INFERIDO,Mw(mb)
182,1974,10,21,2,18,11,-7.99,-36.06,0.0,0,2.8,1,C,-,,MR,3.41,2.4,0.3,PE,TORITAMA,(UFRN) NOTICIADO 22:30,Mw(mb)
183,1974,10,21,2,29,41,-7.99,-36.06,0.0,0,2.7,1,I,-,,MR,3.325,2.3,0.3,PE,TORITAMA,(UFRN) EPICENTRO INFERIDO,Mw(mb)
184,1974,12,15,5,14,46,-3.67,-39.24,0.0,0,3.3,1,C,6,,MR,3.835,2.9,0.3,CE,S.L. DO CURU,(UFRN),Mw(mb)
185,1975,2,4,19,1,17,5.99,-61.48,0.0,50,3.7,2,I,-,,M(bR),4.175,3.4,0.3,RR,VENEZUELA/RR,(ISC;TRN),Mw(mb)
186,1975,3,30,17,6,0,-23.4,-42.4,0.0,30,3.5,1,I,-,,MR,4.005,3.2,0.3,RJ,PLATAFORMA CONT.,(IAG),Mw(mb)
187,1975,6,22,14,4,44,1.5,-70.3,0.0,50,3.5,5,I,-,,Ind,4.005,3.2,0.3,AM,COLOMBIA/AM,(ISC),Mw(mb)
188,1975,12,8,8,21,26,-24.94,-44.16,0.0,30,3.4,1,I,-,,MR,3.92,3.1,0.3,SP,PLAT. CONT.,(UnB),Mw(mb)
189,1976,1,5,13,6,58,-15.35,-50.46,0.0,15,3.7,1,I,5-6,13.0,MR,4.175,3.4,0.33,GO,ITAPIRAPUAN,(UnB: mag BDF=3.2+0.5),0.7Mw(mb)+0.3Mw(Af)
190,1976,1,23,0,0,0,-24.52,-50.42,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,PR,TIBAGI,,Mw(mb(I0))
191,1976,2,22,3,24,50,0.34,-59.23,5.0,30,4.6,0,I,-,,mb,4.94,4.4,0.3,RR,SE RORAIMA,(ISC) RELOCAL.,Mw(mb)
192,1976,4,16,0,0,0,-22.73,-50.98,0.0,0,3.7,4,C,5-6,,M(Io),4.175,3.4,0.6,SP,B. CAPIVARA,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
193,1976,5,18,8,30,0,-14.88,-39.63,0.0,20,3.7,3,B,6,2.7,M(Af),4.175,3.0,0.4,BA,IBICARAI',(IAG),Mw(Af)
194,1976,5,19,8,12,30,-14.88,-39.63,0.0,100,2.8,1,I,-,,MR,3.41,2.4,0.3,BA,IBICARAI'?,(UnB) 900KM DE BDF,Mw(mb)
195,1976,5,23,19,0,0,-20.28,-44.75,0.0,0,3.2,5,I,-,,Ind,3.75,2.4,0.3,MG,C. CAJURU,(UnB/CEMIG),Mw(mb)
196,1976,5,25,8,30,0,-14.76,-39.57,0.0,20,3.9,3,B,6,6.3,M(Af),4.345,3.3,0.4,BA,IBICARAI',2 EVENTOS (FERREIRA 1983),Mw(Af)
197,1976,6,8,21,0,0,-5.7,-35.5,0.0,0,3.4,3,C,-,0.7,M(Af),3.92,2.7,0.4,RN,IELM.MARINHO,AREA APROX.,Mw(Af)
198,1976,6,12,0,0,0,-22.84,-51.01,0.0,0,3.7,4,C,5-6,,M(Io),4.175,3.4,0.6,PR,PRIM.DE MAIO,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
199,1976,6,13,5,0,0,-22.84,-51.01,0.0,0,3.7,4,C,5-6,,M(Io),4.175,3.4,0.6,PR,PRIM.DE MAIO,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
200,1976,6,16,20,0,0,-22.84,-51.01,0.0,0,3.9,4,C,6,,M(Io),4.345,3.6,0.6,PR,PRIM.DE MAIO,5 EVEN.-INDUZ.P.RESERVAT.,Mw(mb(I0))
201,1976,6,22,1,48,0,-22.84,-51.01,0.0,0,3.5,4,C,5,,M(Io),4.005,3.1,0.6,PR,PRIM.DE MAIO,24 EV.-INDUZ.P.RESERVAT.,Mw(mb(I0))
202,1976,7,12,14,0,0,-15.25,-40.25,0.0,0,3.2,4,C,4-5,,M(Io),3.75,2.9,0.6,BA,ITAPETINGA,,Mw(mb(I0))
203,1976,7,27,21,0,0,-4.83,-38.8,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,CE,IBARETAMA,,Mw(mb(I0))
204,1976,7,29,18,0,0,-4.83,-38.8,0.0,0,3.5,4,C,5,,M(Io),4.005,3.1,0.6,CE,IBARETAMA,OUTROS AS 17 E 18H,Mw(mb(I0))
205,1976,8,11,20,0,0,-14.84,-39.6,0.0,0,3.5,4,C,5,,M(Io),4.005,3.1,0.6,BA,IBICARAI',,Mw(mb(I0))
206,1976,9,27,22,18,10,-16.7,-44.37,0.0,0,2.3,1,C,4,,MR,2.985,1.8,0.3,MG,COR.DE JESUS,(UnB; BDF),Mw(mb)
207,1976,10,1,0,0,0,-14.84,-39.6,0.0,0,3.4,3,C,-,0.7,M(Af),3.92,2.7,0.4,BA,IBICARAI',SEIS EVENTOS ENTRE 26-29,Mw(Af)
208,1976,10,8,20,1,12,-2.0,-59.8,0.0,50,4.0,1,B,5,20.0,MR,4.43,3.7,0.33,AM,BALBINA,(UnB/ELETRONORTE),0.7Mw(mb)+0.3Mw(Af)
209,1977,1,15,9,38,40,-21.2,-44.8,0.0,30,2.1,1,I,-,,MR,2.815,1.6,0.3,MG,BOM SUCESSO,(VELOSO-MENDIGUREN 1980),Mw(mb)
210,1977,1,15,9,43,15,-21.2,-44.8,0.0,30,2.6,1,I,-,,MR,3.24,2.2,0.3,MG,BOM SUCESSO,(VELOSO-MENDIGUREN 1980),Mw(mb)
211,1977,2,1,7,10,25,-24.12,-44.31,0.0,40,2.6,1,I,-,,MR,3.24,2.2,0.3,RJ,PLAT. CONT.,(VELOSO-MEND.1980A; IAG),Mw(mb)
212,1977,2,25,13,40,0,-5.71,-35.75,0.0,10,3.6,3,B,6-7,1.4,M(Af),4.09,2.9,0.4,RN,RIACHUELO,MAIS TRES EVENTOS,Mw(Af)
213,1977,3,12,7,0,0,-4.83,-38.8,0.0,0,3.9,4,C,6,,M(Io),4.345,3.6,0.6,CE,IBARETAMA,,Mw(mb(I0))
214,1977,6,19,3,3,30,-23.3,-42.6,0.0,30,3.5,1,I,-,,MR,4.005,3.2,0.3,RJ,PLAT. CONT.,(VELOSO-MENDIGUREN 1980A; IAG),Mw(mb)
215,1977,8,2,17,45,52,-0.08,-49.97,0.0,30,4.8,0,I,-,,mb,5.11,4.6,0.3,PA,N.ILHA DE MARAJO,(ISC) RELOCAL.,Mw(mb)
216,1977,9,4,15,45,0,-20.73,-47.77,0.0,0,2.8,4,C,3-4,,M(Io),3.41,2.4,0.6,SP,NUPORANGA,INDUZIDO,Mw(mb(I0))
217,1977,11,2,12,0,0,-23.42,-45.6,0.0,0,2.8,4,C,3-4,,M(Io),3.41,2.4,0.6,SP,PARAIBUNA,INDUZIDO,Mw(mb(I0))
218,1977,11,4,0,0,0,-23.42,-45.6,0.0,0,3.1,5,C,4,,Ind,3.665,2.4,0.6,SP,PARAIBUNA,INDUZIDO POR RESERVATORIO,Mw(mb(I0))
219,1977,11,16,23,20,0,-23.42,-45.6,0.0,0,3.3,5,C,4,,Ind,3.835,2.4,0.6,SP,PARAIBUNA,VARIOS; INDUZIDOS (UnB: 15:45; M=3.2),Mw(mb(I0))
220,1977,11,20,14,46,35,-15.8,-43.5,0.0,30,3.7,5,I,-,,Ind,4.175,2.4,0.6,MG,JANAUBA,(VELOSO-MENDIGUREN 1980A),Mw(mb(I0))
221,1978,2,10,0,0,0,-6.28,-36.03,0.0,15,3.7,3,B,5,2.4,M(Af),4.175,3.0,0.4,RN,SANTA CRUZ,DIA INCERTO; VARIOS EV.,Mw(Af)
222,1978,3,17,20,45,0,-20.73,-47.77,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,SP,NUPORANGA,INDUZIDO POCO ARTESIANO,Mw(mb(I0))
223,1978,3,18,1,30,0,-20.73,-47.77,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,SP,NUPORANGA,INDUZIDO POCO ARTESIANO,Mw(mb(I0))
224,1978,3,19,5,33,27,-24.96,-48.5,0.0,10,3.3,1,B,4,2.7,MR,3.835,3.0,0.33,SP,RIO VERMELHO,,0.7Mw(mb)+0.3Mw(Af)
225,1978,4,18,0,0,0,-10.89,-61.94,0.0,0,3.5,4,C,5,,M(Io),4.005,3.1,0.6,RO,JI-PARANA,,Mw(mb(I0))
226,1978,10,5,9,38,44,-16.1,-51.27,0.0,50,2.8,1,I,-,,MR,3.41,2.4,0.3,GO,IPORA',(UnB),Mw(mb)
227,1978,11,7,9,28,0,-20.28,-44.75,0.0,0,2.6,5,I,-,,Ind,3.24,2.4,0.3,MG,C. DO CAJURU,(UnB),Mw(mb)
228,1979,1,16,5,38,24,-24.0,-58.7,0.0,50,4.0,1,I,-,,MR,4.43,3.7,0.3,PY,PARAGUAI,(IAG;UnB),Mw(mb)
229,1979,1,21,17,49,36,-21.02,-56.36,0.0,50,3.6,1,I,-,,MR,4.09,3.3,0.3,MS,BONITO ?,(ASSUMPCAO ET AL.1980B),Mw(mb)
230,1979,3,4,16,26,54,-21.0,-45.0,0.0,50,2.1,1,I,-,,MR,2.815,1.6,0.3,MG,JACEABA,(VELOSO-MENDIGUREN 1980A),Mw(mb)
231,1979,3,23,3,28,49,-23.3,-45.9,0.0,30,2.7,5,I,-,,Ind,3.325,1.6,0.3,SP,S.J.CAMPOS ?,(VELOSO-MENDIGUREN 1980A),Mw(mb)
232,1979,3,27,12,54,45,-22.84,-51.01,0.0,5,3.7,1,A,5-6,1.3,MR,4.175,3.2,0.33,PR,PRIM.DE MAIO,INDUZIDO POR RESERVATORIO,0.7Mw(mb)+0.3Mw(Af)
233,1979,5,29,20,58,3,-9.73,-37.46,0.0,50,2.4,1,I,-,,MR,3.07,1.9,0.3,AL,P.DE ACUCAR?,(IAG),Mw(mb)
234,1979,6,13,16,52,45,-24.69,-45.73,0.0,15,2.8,1,I,-,,MR,3.41,2.4,0.3,SP,PLAT. CONT.,(IAG; UnB),Mw(mb)
235,1979,7,20,7,0,37,-24.0,-57.5,0.0,70,3.0,1,I,-,,MR,3.58,2.6,0.3,PY,PARAGUAI,(IAG;UnB),Mw(mb)
236,1979,8,13,18,41,0,-25.2,-45.6,0.0,30,3.0,1,I,-,,MR,3.58,2.6,0.3,SP,PLAT. CONT.,(ASSUMPCAO ET AL.1980B),Mw(mb)
237,1979,8,22,23,1,40,-15.26,-49.95,0.0,10,3.5,1,B,-4,5.0,MR,4.005,3.2,0.33,GO,RUBIATABA,(UnB) AREA IV MM,0.7Mw(mb)+0.3Mw(Af)
238,1979,10,19,15,25,0,-23.42,-45.6,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,SP,PARAIBUNA,INDUZ. P/ RESERV.  (UnB),Mw(mb(I0))
239,1979,12,8,5,5,50,-20.0,-55.8,0.0,50,3.8,1,I,-,,MR,4.26,3.5,0.3,MS,AQUIDAUANA ?,(VELOSO-MEND.1980A; IAG),Mw(mb)
240,1980,3,6,9,46,18,-6.17,-71.16,18.0,30,4.8,0,I,-,,mb,5.11,4.6,0.3,AM,W AMAZONAS,(ISC; H=67?),Mw(mb)
241,1980,4,23,16,11,30,-26.5,-40.0,0.0,100,3.5,1,I,-,,MR,4.005,3.2,0.3,SC,OC.ATLANTICO,(IAG; UnB),Mw(mb)
242,1980,5,22,15,30,0,-26.99,-48.62,0.0,0,2.5,5,C,5,0.5,Ind,3.155,3.2,0.3,SC,B. CAMBORIU,VARIOS EVENTOS,Mw(mb)
243,1980,7,3,22,10,0,-20.07,-47.33,0.0,2,2.8,3,B,4,0.05,M(Af),3.41,1.9,0.4,MG,JAGUARA,(UnB/CEMIG)AREA=50KM2,Mw(Af)
244,1980,8,1,5,42,20,-20.48,-45.08,0.0,20,2.1,1,I,-,,MR,2.815,1.6,0.3,MG,C. CAJURU,(UnB),Mw(mb)
245,1980,9,3,1,36,3,-3.3,-60.0,0.0,100,3.4,1,I,-,,MR,3.92,3.1,0.3,AM,MANAUS,(VELOSO-MENDIGUREN 1980B),Mw(mb)
246,1980,10,18,21,41,0,-0.4,-49.8,0.0,50,3.1,1,I,-,,MR,3.665,2.7,0.3,PA,MARAJO',(UnB),Mw(mb)
247,1980,10,24,21,49,2,-14.41,-49.39,0.0,30,3.1,1,I,-,,MR,3.665,2.7,0.3,GO,PORANGATU?,(IAG; UnB) N. SENT.,Mw(mb)
248,1980,11,5,1,22,42,-5.8,-50.3,0.0,70,3.5,1,I,-,,MR,4.005,3.2,0.3,PA,SUL DO PARA',(IAG;UnB),Mw(mb)
249,1980,11,12,21,23,5,-8.07,-50.24,0.0,20,4.7,2,C,5,,M(bR),5.025,4.5,0.3,PA,REDENCAO,(IAG; ISC MB=4.8),Mw(mb)
250,1980,11,19,7,38,56,-5.2,-38.3,0.0,100,2.8,1,I,-,,MR,3.41,2.4,0.3,CE,MORADA NOVA?,(IAG) PACAJUS?,Mw(mb)
251,1980,11,20,3,29,44,-4.3,-38.4,5.0,5,5.2,2,A,7,1000.0,M(bR),5.45,5.2,0.33,CE,PACAJUS,(ISC mb=5.2; IAG: pGT5 H.O.=AK135),0.7Mw(mb)+0.3Mw(Af)
252,1980,11,20,5,27,11,-4.3,-38.4,0.0,30,2.2,1,I,-,,MR,2.9,1.7,0.3,CE,PACAJUS,(IAG) EPI. INFERIDO,Mw(mb)
253,1980,11,21,1,29,7,-26.25,-58.25,0.0,50,3.8,1,I,3,,MR,4.26,3.5,0.3,AR,FORMOSA;ARG.,(IAG;UnB) SENT. FORMOSA,Mw(mb)
254,1980,11,21,21,28,44,-4.3,-38.4,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,CE,PACAJUS,(IAG) EPI. INFERIDO,Mw(mb)
255,1980,11,29,1,5,0,-3.1,-43.3,0.0,100,3.1,1,I,-,,MR,3.665,2.7,0.3,MA,URB.SANTOS ?,(IAG;UnB),Mw(mb)
256,1980,12,14,0,0,0,-16.6,-56.2,0.0,0,3.6,3,C,5,2.0,M(Af),4.09,3.0,0.4,MT,SA.S.VICENTE,(IAG) DIA INCERTO,Mw(Af)
257,1980,12,19,5,29,10,-20.45,-45.54,0.0,10,2.6,1,I,-,,MR,3.24,2.2,0.3,MG,FORMIGA,(UnB),Mw(mb)
258,1980,12,24,13,35,0,-4.3,-38.4,0.0,0,2.3,1,I,-,,MR,2.985,1.8,0.3,CE,PACAJUS,(UnB),Mw(mb)
259,1981,1,2,4,14,55,-4.3,-38.4,0.0,30,3.6,1,C,-,,MR,4.09,3.3,0.3,CE,PACAJUS,(IAG; UnB) NOTICIADO 15:20,Mw(mb)
260,1981,1,6,19,51,58,-5.0,-47.5,0.0,50,3.4,1,I,-,,MR,3.92,3.1,0.3,MA,JOAO LISBOA?,(IAG; UnB),Mw(mb)
261,1981,1,9,5,44,20,-11.8,-47.6,0.0,100,2.8,1,I,-,,MR,3.41,2.4,0.3,GO,NATIVIDADE,(IAG; UnB),Mw(mb)
262,1981,1,12,3,33,8,-4.3,-38.4,0.0,30,3.8,1,C,-,18.0,MR,4.26,3.5,0.33,CE,PACAJUS,(IAG; UnB),0.7Mw(mb)+0.3Mw(Af)
263,1981,1,12,9,29,0,-4.3,-38.4,0.0,0,2.0,1,I,-,,MR,2.73,1.5,0.3,CE,PACAJUS,(UnB),Mw(mb)
264,1981,1,18,16,19,50,-20.71,-46.7,0.0,20,3.3,1,B,5,2.5,MR,3.835,3.0,0.33,MG,PASSOS,(IAG; UnB),0.7Mw(mb)+0.3Mw(Af)
265,1981,2,17,8,0,0,-4.5,-70.4,0.0,100,3.4,1,I,-,,MR,3.92,3.1,0.3,AM,AM/PERU,(UnB),Mw(mb)
266,1981,3,9,20,27,40,-11.01,-57.64,0.0,50,3.8,1,I,-,,MR,4.26,3.5,0.3,MT,PORT.GAUCHOS,(UnB),Mw(mb)
267,1981,3,24,22,10,3,-20.58,-48.34,0.0,15,2.8,1,I,-,,MR,3.41,2.4,0.3,SP,BARRETOS,(IAG; UnB)N.SENTIDO;EXPL?,Mw(mb)
268,1981,4,1,20,1,44,-10.74,-62.2,0.0,30,3.2,1,C,5,,MR,3.75,2.8,0.3,RO,OURO PRETO,(UnB/ELETRONORTE),Mw(mb)
269,1981,4,21,18,53,0,-4.8,-38.6,0.0,50,2.5,1,I,-,,MR,3.155,2.0,0.3,CE,PACAJUS,(IAG; UnB),Mw(mb)
270,1981,4,22,1,5,0,-4.3,-38.4,0.0,0,2.1,1,I,-,,MR,2.815,1.6,0.3,CE,PACAJUS,(UnB),Mw(mb)
271,1981,5,7,3,44,55,-22.6,-39.5,0.0,50,3.7,1,I,-,,MR,4.175,3.4,0.3,RJ,PLAT. CONT.,(UnB),Mw(mb)
272,1981,5,12,5,27,0,-26.9,-47.9,0.0,150,2.6,1,I,-,,MR,3.24,2.2,0.3,SC,PLAT. CONT.?,(UnB),Mw(mb)
273,1981,7,11,3,0,0,-20.8,-47.8,0.0,50,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,ORLANDIA,(IAG;UnB) NAO SENTIDO,Mw(mb)
274,1981,9,9,23,12,0,-4.3,-38.4,0.0,0,2.6,1,I,-,,MR,3.24,2.2,0.3,CE,PACAJUS,(IAG;UnB),Mw(mb)
275,1981,9,10,15,56,0,-3.73,-39.79,0.0,0,2.0,1,I,-,,MR,2.73,1.5,0.3,CE,IRAUCUBA,(UnB),Mw(mb)
276,1981,9,11,10,24,45,-21.45,-46.09,0.0,15,3.1,1,I,-,,MR,3.665,2.7,0.3,MG,ALFENAS,(UnB; IAG),Mw(mb)
277,1981,9,11,11,20,0,-4.3,-38.4,0.0,0,2.7,1,I,-,,MR,3.325,2.3,0.3,CE,PACAJUS,(UnB),Mw(mb)
278,1981,9,15,4,26,12,-1.6,-53.0,0.0,100,3.9,1,I,-,,MR,4.345,3.6,0.3,PA,ALMEIRIM,(UnB),Mw(mb)
279,1981,10,13,8,5,14,-16.86,-54.55,0.0,50,3.2,1,C,5,,MR,3.75,2.8,0.3,MT,RONDONOPOLIS,(IAG;UnB),Mw(mb)
280,1981,11,2,11,37,5,-8.61,-38.45,0.0,5,3.1,1,B,-,,MR,3.665,2.7,0.3,PE,FLORESTA,(IAG),Mw(mb)
281,1981,11,2,14,57,13,-8.61,-38.45,0.0,5,3.1,1,B,4,0.3,MR,3.665,2.6,0.33,PE,FLORESTA,(IAG),0.7Mw(mb)+0.3Mw(Af)
282,1981,11,4,3,16,51,-8.59,-38.5,0.0,5,3.1,1,B,4,0.2,MR,3.665,2.6,0.33,PE,FLORESTA,(IAG),0.7Mw(mb)+0.3Mw(Af)
283,1981,11,10,19,54,0,-15.6,-41.2,0.0,100,2.9,1,I,-,,MR,3.495,2.5,0.3,BA,C. SALES,(IAG;UnB),Mw(mb)
284,1982,1,30,16,42,37,-4.0,-34.0,0.0,70,3.5,1,I,-,,MR,4.005,3.2,0.3,RN,PLAT. CONT.,(UnB; IAG),Mw(mb)
285,1982,3,3,18,57,25,-16.5,-59.1,0.0,100,3.5,1,I,-,,MR,4.005,3.2,0.3,MT,BOLIVIA/MT,(UnB),Mw(mb)
286,1982,3,10,6,15,44,-23.4,-42.1,0.0,30,2.8,1,I,-,,MR,3.41,2.4,0.3,RJ,PLATAFORMA,(UnB;IAG),Mw(mb)
287,1982,3,10,7,57,34,-23.4,-42.1,0.0,30,3.0,1,I,-,,MR,3.58,2.6,0.3,RJ,PLATAFORMA,(UnB;IAG),Mw(mb)
288,1982,3,12,17,14,43,-23.6,-41.63,0.0,30,3.5,1,I,-,,MR,4.005,3.2,0.3,RJ,PLATAFORMA,(UnB;IAG),Mw(mb)
289,1982,3,13,18,18,0,-4.3,-38.4,0.0,0,2.7,1,I,-,,MR,3.325,2.3,0.3,CE,PACAJUS ?,(UnB),Mw(mb)
290,1982,3,29,7,47,11,-9.31,-38.23,0.0,5,3.6,1,B,4,0.2,MR,4.09,3.0,0.33,BA,PAULO AFONSO,(IAG),0.7Mw(mb)+0.3Mw(Af)
291,1982,4,8,5,58,52,-24.8,-58.1,12.0,30,4.9,2,I,6,230.0,M(bR),5.195,4.7,0.33,PY,PARAGUAI,(ISC;UnB;IAG;SJA) ASUNCION IV-V MM,0.7Mw(mb)+0.3Mw(Af)
292,1982,4,16,22,38,0,-22.2,-55.0,0.0,5,3.4,1,I,4,,MR,3.92,3.1,0.3,MS,PICADINHA,(UnB),Mw(mb)
293,1982,5,2,8,30,4,-21.64,-46.65,0.0,10,3.1,1,A,5,10.0,MR,3.665,2.9,0.33,MG,P. DE CALDAS,(IAG; UnB),0.7Mw(mb)+0.3Mw(Af)
294,1982,5,17,3,57,15,-12.7,-48.2,0.0,40,3.0,1,I,-,,MR,3.58,2.6,0.3,GO,PARANAN,(UnB; IAG),Mw(mb)
295,1982,7,23,11,6,45,-14.26,-45.72,0.0,50,2.9,1,I,-,,MR,3.495,2.5,0.3,BA,SW BAHIA/GO,(UnB; IAG),Mw(mb)
