,YEAR,MO,DD,HH,MI,SS,LATITUDE,LONG.,DEPTH,ERR,MAG,MT,Q,Io,Area,ST,Locality,(Reference) Comments,MW_BRProxy,s_MW_BRProxy,t_MW_BRProxy
1017,2013,2,27,23,28,52,-18.68,-45.52,0.0,20,3.7,1,I,4,,MG,Biquinhas-Paineiras,(RSBR;IAG; MR-SC3;UnB 3.5),3.4,0.3,Mw(mb)
1018,2013,3,4,7,42,18,-23.81,-43.63,0.0,30,2.8,1,I,-,,RJ,Plataforma Continental,(RSBR;IAG;ESAR; MR-SC3),2.5,0.3,Mw(mb)
1019,2013,3,4,12,29,16,-18.54,-45.51,0.0,18,3.0,1,I,-,,MG,Morada Nova de Minas,(RSBR;IAG; MR-SC3),2.7,0.3,Mw(mb)
1020,2013,4,3,5,29,40,0.55,-27.71,10.0,50,4.8,0,I,-,,PE,Arquip.S.Pedro-S.Paulo,(RSBR;mb-SC3),4.5,0.3,Mw(mb)
1021,2013,4,9,17,32,54,-6.51,-50.06,0.0,20,2.8,1,I,-,,PA,Canaã dos Carajás,(RSBR;UnB NO=16) Explosão?,2.5,0.3,Mw(mb)
1022,2013,4,16,23,6,44,-12.7,-47.45,0.0,50,3.1,1,I,-,,TO,Parana,(RSBR;IAG; MR-SC3),2.8,0.3,Mw(mb)
1023,2013,4,18,10,10,52,-16.697,-43.889,1.5,1,3.5,1,I,-,,MG,Montes Claros,(IAG) 4-sta velest model Mw=3.0,3.2,0.3,Mw(mb)
1024,2013,5,18,6,2,16,5.68,-58.13,10.0,50,4.8,0,I,-,,GA,Guyana,(RSBR;mb-magSC3),4.5,0.3,Mw(mb)
1025,2013,5,21,17,30,56,-4.07,-48.34,0.0,20,2.8,1,I,-,,PA,Centro do Pará,(UnB NO=10) (*),2.5,0.3,Mw(mb)
1026,2013,6,10,0,59,37,-12.8,-52.06,0.0,10,2.9,1,I,-,,PA,Querência,(UnB NO=19) (*),2.6,0.3,Mw(mb)
1027,2013,6,22,6,4,47,-13.95,-49.04,2.0,10,3.4,1,I,4,,GO,Mutunopolis,(RSBR;UnB; MR-SC3),3.1,0.3,Mw(mb)
1028,2013,7,30,4,22,4,-13.78,-48.37,0.0,20,3.3,1,I,-,,GO,Campinacu,(RSBR;IAG; MR-SC3),3.0,0.3,Mw(mb)
1029,2013,7,30,17,43,17,-19.58,-43.41,0.0,20,2.9,1,I,-,,MG,Bom Jesus do Amparo,(UnB NO=22),2.6,0.3,Mw(mb)
1030,2013,8,11,14,53,46,-7.92,-50.13,0.0,15,4.4,0,I,5,,PA,Redenção e Pau dArco,(RSBR; mb-magSC3),4.1,0.3,Mw(mb)
1031,2013,9,28,16,10,8,-19.53,-43.33,0.0,20,2.8,1,I,-,,MG,Itambé de Mato Dentro,(UnB NO=17),2.5,0.3,Mw(mb)
1032,2013,10,9,20,40,28,-22.65,-40.56,0.0,20,2.8,1,I,-,,RJ,Quissama,(RSBR;IAG; MR-SC3),2.5,0.3,Mw(mb)
1033,2013,10,13,10,49,59,-9.67,-72.29,16.0,60,4.5,0,I,-,,AC,Jordao,(RSBR; mb-magSC3),4.2,0.3,Mw(mb)
1034,2013,10,25,11,9,39,-5.39,-36.09,2.0,10,3.7,1,I,-,,RN,Pedra Preta,(RSBR;IAG; MR-SC3),3.4,0.3,Mw(mb)
1035,2013,10,25,12,1,12,-25.972,-57.364,10.0,20,3.3,1,I,-,,PY,Yaceretá,(INPRES;RSBR),3.0,0.3,Mw(mb)
1036,2013,10,29,15,17,29,-5.39,-36.12,0.0,10,3.4,1,I,-,,RN,Pedra Preta,(RSBR;IAG; MR-SC3),3.1,0.3,Mw(mb)
1037,2013,10,31,14,3,40,-31.73,-53.18,0.0,25,2.8,1,I,-,,RN,Pinheiro Machado,(RSBR;IAG; MR-SC3),2.5,0.3,Mw(mb)
1038,2013,11,1,11,51,17,-5.44,-36.13,2.0,10,2.8,1,I,-,,RN,Pedra Preta,(RSBR;IAG; MR-SC3),2.5,0.3,Mw(mb)
1039,2013,11,5,16,38,13,-5.49,-36.15,2.0,10,3.0,1,I,-,,RN,Pedra Preta,(RSBR;IAG; MR-SC3),2.7,0.3,Mw(mb)
1040,2013,11,11,0,15,0,-0.1,-67.1,0.0,30,3.0,4,C,5,,AM,S.Gabriel da Cachoeira,(IAG;UnB),2.4,0.6,Mw(mb(I0))
1041,2013,11,15,7,42,34,-5.48,-36.13,2.0,10,3.0,1,I,-,,RN,Pedra Preta,(RSBR;IAG; MR-SC3),2.7,0.3,Mw(mb)
1042,2013,11,25,13,4,11,-5.46,-36.14,0.0,20,2.8,1,I,-,,RN,Pedra Preta,(IAG;UFRN),2.5,0.3,Mw(mb)
1043,2013,11,27,5,50,5,-5.37,-35.77,0.0,20,3.5,1,I,-,,RN,Parazinho,(IAG;UFRN),3.2,0.3,Mw(mb)
1044,2013,12,2,6,16,40,-5.41,-36.1,0.0,20,3.2,1,I,-,,RN,Pedra Preta,(IAG;UFRN; mag=4.0?),2.9,0.3,Mw(mb)
1045,2013,12,8,16,54,0,-4.19,-31.25,0.0,20,4.7,0,I,-,,RN,F.Noronha,(IAG;UFRN),4.4,0.3,Mw(mb)
1046,2013,12,28,13,40,45,-0.42,-60.22,0.0,20,4.0,0,I,-,,AM,Pitinga,(RSBR; UnB NO=31),3.7,0.3,Mw(mb)
1047,2014,2,11,3,56,33,-19.97,-43.81,0.0,20,3.0,1,I,4,,MG,Raposo S.J.Lapa,(IAG;UnB),2.7,0.3,Mw(mb)
1048,2014,3,11,17,42,0,1.25,-27.37,10.0,50,4.7,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.4,0.3,Mw(mb)
1049,2014,4,4,16,59,51,-13.67,-49.18,0.0,20,3.3,1,I,-,,GO,Mutunopolis,(RSBR; IAG;UnB),3.0,0.3,Mw(mb)
1050,2014,4,4,17,5,51,-13.7,-49.23,0.0,5,2.8,1,I,-,,GO,Mutunópolis,(RSBR),2.5,0.3,Mw(mb)
1051,2014,4,6,13,39,29,-16.688,-43.89,1.9,0,3.3,1,I,5,,MG,Montes Claros,(IAG;UnB)corr. JANB BSFB BSCB + Local MC,3.0,0.3,Mw(mb)
1052,2014,4,6,19,31,5,-16.685,-43.888,2.0,0,3.4,1,I,5,,MG,Montes Claros,(IAG;UnB) corr. JANB BSFB BSCB + Local MC,3.1,0.3,Mw(mb)
1053,2014,4,8,2,55,23,-16.77,-43.97,0.0,2,2.9,1,I,4,,MG,Montes Claros,(RSBR),2.6,0.3,Mw(mb)
1054,2014,4,14,7,47,31,4.89,-32.02,10.0,50,4.4,0,I,-,,PE,Arquip.S.Pedro/S.Paulo,(RSBR),4.1,0.3,Mw(mb)
1055,2014,4,23,16,45,24,-15.12,-59.95,0.0,15,2.9,1,I,-,,MT,Vila B. Stma. Trindade,(RSBR) detonação??,2.6,0.3,Mw(mb)
1056,2014,5,2,11,37,33,-19.55,-57.37,0.0,30,3.7,1,I,-,,MS,Ladário,(RSBR),3.4,0.3,Mw(mb)
1057,2014,5,15,15,3,28,-10.41,-48.91,0.0,20,3.0,1,I,-,,TO,Pugmil-Nova Rosalândia,(RSBR),2.7,0.3,Mw(mb)
1058,2014,5,20,17,8,8,-5.53,-55.3,0.0,100,3.0,1,I,-,,PA,Trairão,(RSBR),2.7,0.3,Mw(mb)
1059,2014,5,22,15,2,29,-31.43,-52.1,0.0,10,2.8,1,I,-,,RS,Turuçu,(RSBR),2.5,0.3,Mw(mb)
1060,2014,5,22,18,56,25,-5.94,-50.18,0.0,35,3.3,1,I,-,,PA,Parauapebas,(RSBR) detonação???,3.0,0.3,Mw(mb)
1061,2014,5,24,11,49,34,0.33,-27.02,10.0,50,4.9,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.6,0.3,Mw(mb)
1062,2014,5,30,18,16,48,-1.01,-59.64,0.0,15,3.7,1,I,-,,AM,Presidente Figueiredo,(RSBR),3.4,0.3,Mw(mb)
1063,2014,6,2,17,4,47,-15.08,-59.94,0.0,10,2.9,1,I,-,,MT,Vila B. Stma. Trindade,(RSBR) detonação???,2.6,0.3,Mw(mb)
1064,2014,6,3,0,45,36,-8.54,-53.24,0.0,30,3.3,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.7),3.0,0.3,Mw(mb)
1065,2014,6,3,19,28,0,-14.72,-59.1,0.0,50,2.8,1,I,-,,MT,Conquista D Oeste,(RSBR) detonação???,2.5,0.3,Mw(mb)
1066,2014,6,5,12,55,49,-8.58,-53.26,0.0,30,3.3,1,I,-,,PA,Rio Peti,(RSBR SC3 mb=3.7),3.0,0.3,Mw(mb)
1067,2014,6,10,20,50,9,-5.63,-56.36,0.0,30,3.3,1,I,-,,PA,Trairão,(RSBR) detonação???,3.0,0.3,Mw(mb)
1068,2014,6,11,16,39,53,-14.7,-59.05,0.0,50,2.8,1,I,-,,MT,Conquista D Oeste,(RSBR) detonação???,2.5,0.3,Mw(mb)
1069,2014,6,12,7,41,56,-7.05,-73.92,0.0,50,3.9,1,I,-,,AM,Peru-Brasil SaoPaulo-AM,(RSBR; SC3 mb=3.7),3.6,0.3,Mw(mb)
1070,2014,6,16,14,35,7,-8.85,-53.31,0.0,30,3.1,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.7),2.8,0.3,Mw(mb)
1071,2014,6,18,3,29,25,-5.58,-36.1,0.0,1,3.5,1,I,-,,RN,Pedra Preta,(RSBR; UFRN),3.2,0.3,Mw(mb)
1072,2014,6,18,13,4,17,-19.2,-40.16,0.0,10,2.8,1,I,-,,ES,Sooretama,(RSBR),2.5,0.3,Mw(mb)
1073,2014,6,19,4,39,28,-16.22,-50.9,0.0,10,3.0,1,I,-,,GO,Jaupaci 	         (RSBR,),2.7,0.3,Mw(mb)
1074,2014,6,21,17,6,48,-19.99,-47.26,0.0,20,2.9,1,I,-,,SP,Rifaina,(RSBR),2.6,0.3,Mw(mb)
1075,2014,6,23,22,36,23,-7.78,-59.29,0.0,50,3.4,1,I,-,,AM,Apuí,(RSBR; SC3 mb=3.9),3.1,0.3,Mw(mb)
1076,2014,7,1,20,49,16,0.78,-27.98,10.0,50,4.1,0,I,-,,PE,Arquip.S.Pedro/S.Paulo,(RSBR; SC3 mb=4.0),3.8,0.3,Mw(mb)
1077,2014,7,9,20,24,55,-13.89,-50.23,0.0,15,2.8,1,I,-,,GO,Mundo Novo,(RSBR),2.5,0.3,Mw(mb)
1078,2014,7,12,9,21,44,-8.63,-53.27,0.0,30,4.0,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=4.1),3.7,0.3,Mw(mb)
1079,2014,7,12,15,49,52,-8.63,-53.28,0.0,30,4.0,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.7),3.7,0.3,Mw(mb)
1080,2014,7,15,6,25,41,-8.61,-53.28,0.0,30,2.8,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.6),2.5,0.3,Mw(mb)
1081,2014,7,22,17,52,11,-8.54,-53.25,0.0,30,3.1,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.5),2.8,0.3,Mw(mb)
1082,2014,7,22,19,6,36,-8.6,-53.34,0.0,30,3.3,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.8),3.0,0.3,Mw(mb)
1083,2014,8,8,0,6,46,0.72,-25.85,10.0,50,4.6,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.3,0.3,Mw(mb)
1084,2014,8,10,12,12,29,0.32,-26.47,10.0,50,4.6,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.3,0.3,Mw(mb)
1085,2014,8,12,18,10,13,-7.5,-48.06,0.0,30,3.0,1,I,-,,TO,Araguaína,(RSBR),2.7,0.3,Mw(mb)
1086,2014,8,13,10,7,28,0.99,-26.65,10.0,50,5.2,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.9,0.3,Mw(mb)
1087,2014,8,25,17,1,33,-15.0,-59.85,0.0,10,2.8,1,I,-,,MT,VilaBeladaSma.Trindade,(RSBR) detonaçao??,2.5,0.3,Mw(mb)
1088,2014,8,28,10,35,6,-15.99,-60.76,0.0,50,3.8,0,I,-,,BO,Central Bolivia,(RSBR),3.5,0.3,Mw(mb)
1089,2014,9,3,17,50,51,-8.62,-53.45,0.0,30,3.0,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.7),2.7,0.3,Mw(mb)
1090,2014,9,3,17,54,7,-8.62,-53.43,0.0,30,2.9,1,I,-,,PA,Rio Peti,(RSBR mb-3.7magSC3),2.6,0.3,Mw(mb)
1091,2014,9,11,3,13,58,-11.59,-56.67,0.0,50,3.6,1,I,-,,MT,Novo Horizontedo Norte,(RSBR),3.3,0.3,Mw(mb)
1092,2014,9,11,3,17,18,-11.62,-56.65,0.0,50,3.9,1,I,-,,MT,Novo Horizontedo Norte,(RSBR),3.6,0.3,Mw(mb)
1093,2014,9,11,7,2,39,2.27,-30.87,10.0,50,4.5,0,I,-,,PE,Arquip.S.Pedro/S.Paulo,(RSBR),4.2,0.3,Mw(mb)
1094,2014,9,20,16,5,31,-22.98,-43.82,0.0,5,2.8,1,I,-,,RJ,Itaguaí,(RSBR),2.5,0.3,Mw(mb)
1095,2014,9,22,9,38,10,-8.6,-53.31,0.0,50,3.4,1,I,-,,PA,Sul do Para,(RSBR UnB),3.1,0.3,Mw(mb)
1096,2014,10,1,21,20,7,-5.62,-55.92,0.0,90,2.9,1,I,-,,PA,Trairão,(RSBR),2.6,0.3,Mw(mb)
1097,2014,10,2,20,43,37,-9.94,-57.13,0.0,50,3.1,1,I,-,,MT,Nova Monte Verde,(RSBR),2.8,0.3,Mw(mb)
1098,2014,10,12,12,46,34,4.22,-52.67,0.0,50,4.2,5,I,-,,GY,Cayenne,(RSBR UnB),2.8,0.3,Mw(mb)
1099,2014,10,22,6,9,8,-8.6,-43.4,0.0,45,3.3,1,I,-,,PI,Alvorada do Gurguéia,(RSBR),3.0,0.3,Mw(mb)
1100,2014,11,1,6,22,36,-8.67,-53.26,0.0,30,2.9,1,I,-,,PA,Rio Peti,(RSBR; SC3 mb=3.8),2.6,0.3,Mw(mb)
1101,2014,11,3,6,25,20,4.76,-33.76,10.0,50,4.6,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.3,0.3,Mw(mb)
1102,2014,11,3,8,23,56,4.74,-32.79,10.0,50,4.8,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.5,0.3,Mw(mb)
1103,2014,11,7,20,34,57,-9.27,-64.64,1.0,1,2.8,1,I,-,,RO,Jirau,(Barros_etal_SBGf2015) SIR mR_SC3=2.6,2.5,0.3,Mw(mb)
1104,2014,11,13,9,56,33,-11.23,-56.83,0.0,2,2.8,1,I,-,,MT,Tabaporã,(RSBR),2.5,0.3,Mw(mb)
1105,2014,11,13,14,39,57,-9.27,-64.65,1.0,1,2.8,1,I,-,,RO,Jirau,(Barros_etal_SBGf2015) SIR mR_SC3=2.7,2.5,0.3,Mw(mb)
1106,2014,11,15,2,48,36,-8.95,-52.74,0.0,30,3.8,1,I,-,,PA,Rio Peti,(RSBR),3.5,0.3,Mw(mb)
1107,2014,11,16,5,17,23,-3.52,-40.68,0.0,5,3.6,1,I,-,,CE,Coreau,(RSBR),3.3,0.3,Mw(mb)
1108,2014,11,16,5,51,13,-19.64,-43.22,0.0,10,2.9,1,I,4,,MG,Itabira,(RSBR) sentido em Itabira,2.6,0.3,Mw(mb)
1109,2014,11,23,0,46,7,-15.32,-51.07,0.0,13,3.3,1,I,-,,GO,Britânia,(RSBR),3.0,0.3,Mw(mb)
1110,2014,12,7,10,47,5,-2.19,-54.3,0.0,30,3.2,1,I,-,,PA,Monte Alegre,(RSBR),2.9,0.3,Mw(mb)
1111,2014,12,9,7,34,41,1.88,-30.6,10.0,50,4.6,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.3,0.3,Mw(mb)
1112,2014,12,10,5,3,44,0.8,-28.49,10.0,50,4.2,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.9,0.3,Mw(mb)
1113,2014,12,20,0,36,15,-0.86,-50.09,0.0,30,3.4,1,I,-,,PA,Anajás-Marajó,(RSBR),3.1,0.3,Mw(mb)
1114,2014,12,25,15,44,21,-11.64,-56.66,0.0,50,3.0,1,I,-,,MT,Novo Horizontedo Norte,(RSBR),2.7,0.3,Mw(mb)
1115,2015,1,1,6,54,24,3.4,-32.05,0.0,50,4.2,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.9,0.3,Mw(mb)
1116,2015,1,5,15,44,45,-25.02,-49.1,0.0,5,3.1,1,I,-,,PR,Tunas do Paraná,(RSBR),2.8,0.3,Mw(mb)
1117,2015,1,10,6,55,8,-11.4,-56.69,0.0,50,3.2,1,I,-,,MT,Tabaporã,(RSBR UnB),2.9,0.3,Mw(mb)
1118,2015,1,15,18,20,21,-13.29,-38.99,0.0,30,3.1,1,I,-,,BA,Valença,(RSBR UnB),2.8,0.3,Mw(mb)
1119,2015,1,22,12,20,5,-22.48,-40.47,0.0,20,3.0,1,I,-,,RJ,São João da Barra,(RSBR),2.7,0.3,Mw(mb)
1120,2015,1,25,4,45,42,0.65,-29.9,0.0,50,4.3,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.0,0.3,Mw(mb)
1121,2015,1,26,6,12,2,-11.49,-56.73,0.0,60,3.9,1,I,-,,MT,NovoHorizonte do Norte,(RSBR),3.6,0.3,Mw(mb)
1122,2015,1,26,7,32,41,0.05,-31.47,0.0,50,4.1,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.8,0.3,Mw(mb)
1123,2015,1,31,16,36,26,-19.61,-43.3,0.0,10,3.2,1,I,-,,MG,Itabira,(RSBR)detonação???,2.9,0.3,Mw(mb)
1124,2015,2,4,13,34,34,-6.45,-50.06,0.0,20,3.3,1,I,-,,PA,Canaã dos Carajás,(RSBR),3.0,0.3,Mw(mb)
1125,2015,2,4,23,22,35,-20.06,-43.42,0.0,2,2.8,1,I,-,,MG,Catas Altas,(RSBR),2.5,0.3,Mw(mb)
1126,2015,2,11,9,46,31,-10.48,-51.76,0.0,30,4.1,1,I,-,,MT,Confresa,(RSBR) sentido,3.8,0.3,Mw(mb)
1127,2015,2,12,13,7,34,-10.52,-51.76,0.0,30,3.1,1,I,-,,MT,Confresa,(RSBR),2.8,0.3,Mw(mb)
1128,2015,2,15,8,27,13,-8.51,-53.35,0.0,40,3.0,1,I,-,,PA,Rio Peti,(RSBR),2.7,0.3,Mw(mb)
1129,2015,2,15,12,25,24,-10.54,-51.87,0.0,35,3.1,1,I,-,,MT,Confresa,(RSBR),2.8,0.3,Mw(mb)
1130,2015,2,16,21,25,2,-9.59,-65.57,0.0,50,3.5,1,I,-,,RO,BR-364,(RSBR UnB),3.2,0.3,Mw(mb)
1131,2015,2,23,20,22,40,-0.5,-69.2,0.0,50,3.5,1,I,-,,AM,NW AM,(RSBR UnB),3.2,0.3,Mw(mb)
1132,2015,2,24,6,54,54,0.45,-27.31,0.0,50,4.4,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.1,0.3,Mw(mb)
1133,2015,2,26,9,39,0,-22.08,-40.73,0.0,20,3.4,1,I,-,,RJ,São João da Barra,(RSBR),3.1,0.3,Mw(mb)
1134,2015,3,1,1,42,55,0.72,-28.32,0.0,50,4.4,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.1,0.3,Mw(mb)
1135,2015,3,11,1,13,30,1.25,-34.6,0.0,50,3.7,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.4,0.3,Mw(mb)
1136,2015,3,21,21,0,21,-0.22,-60.15,0.0,50,3.6,1,I,-,,RR,Caroebe,(RSBR),3.3,0.3,Mw(mb)
1137,2015,3,30,3,32,37,-10.63,-51.99,0.0,45,3.0,1,I,-,,MT,Confresa,(RSBR),2.7,0.3,Mw(mb)
1138,2015,4,1,8,9,8,-10.61,-51.94,0.0,40,3.0,1,I,-,,MT,Confresa,(RSBR),2.7,0.3,Mw(mb)
1139,2015,4,4,18,6,39,-19.55,-43.37,0.0,20,2.9,1,I,-,,MG,Itambé do Mato Dentro,(RSBR),2.6,0.3,Mw(mb)
1140,2015,4,6,6,6,57,0.43,-30.4,0.0,50,4.4,1,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.1,0.3,Mw(mb)
1141,2015,4,7,11,50,17,-9.02,-52.72,0.0,10,3.1,1,I,-,,PA,Rio Peti,(RSBR),2.8,0.3,Mw(mb)
1142,2015,4,9,16,9,25,-16.3,-48.74,0.0,10,2.9,1,I,-,,GO,Abadiânia,(RSBR),2.6,0.3,Mw(mb)
1143,2015,4,14,9,13,44,4.22,-32.59,0.0,50,4.1,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.8,0.3,Mw(mb)
1144,2015,4,14,14,54,53,-14.9,-59.69,0.0,30,3.2,1,I,-,,MT,VilaBeladaStma.Trindde,(RSBR)detonação???,2.9,0.3,Mw(mb)
1145,2015,4,14,22,50,48,-21.94,-39.56,0.0,30,3.0,1,I,-,,RJ,São João da Barra,(RSBR),2.7,0.3,Mw(mb)
1146,2015,4,30,14,7,48,-6.22,-68.83,0.0,60,4.1,0,I,-,,AM,Itamarati,(RSBR),3.8,0.3,Mw(mb)
1147,2015,5,13,11,24,33,-3.59,-40.54,0.0,1,3.0,1,I,-,,CE,Alcântaras,(RSBR),2.7,0.3,Mw(mb)
1148,2015,5,21,2,12,13,-25.02,-51.22,0.0,10,3.1,1,I,-,,PR,Prudentópolis,(RSBR),2.8,0.3,Mw(mb)
1149,2015,6,1,15,19,0,-23.58,-51.86,0.0,15,2.9,1,I,-,,MG,Marialva,(RSBR),2.6,0.3,Mw(mb)
1150,2015,6,5,23,32,20,-11.46,-56.69,0.0,30,3.1,1,I,-,,MT,Tabaporã,(RSBR),2.8,0.3,Mw(mb)
1151,2015,6,6,11,37,1,-31.78,-50.4,0.0,50,3.7,1,I,-,,RS,Mostardas,(RSBR),3.4,0.3,Mw(mb)
1152,2015,6,15,21,2,25,0.34,-29.07,0.0,50,4.2,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.9,0.3,Mw(mb)
1153,2015,6,17,16,44,7,-25.99,-56.28,0.0,10,3.2,1,I,-,,PY,Paraguay,(RSBR),2.9,0.3,Mw(mb)
1154,2015,6,22,14,0,25,-9.04,-52.67,0.0,20,3.3,1,I,-,,PA,Rio Peti,(RSBR),3.0,0.3,Mw(mb)
1155,2015,7,3,2,12,55,0.78,-28.63,0.0,50,4.5,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.2,0.3,Mw(mb)
1156,2015,7,5,12,54,8,-21.92,-49.82,0.0,8,2.8,1,I,-,,SP,Guaimbê,(RSBR),2.5,0.3,Mw(mb)
1157,2015,7,6,17,12,15,3.8,-62.37,0.0,50,3.6,1,I,-,,RR,Amajari,(RSBR),3.3,0.3,Mw(mb)
1158,2015,7,9,2,7,28,-15.88,-41.77,0.0,10,2.8,1,I,-,,MG,Curral de Dentro,(RSBR),2.5,0.3,Mw(mb)
1159,2015,7,12,9,46,45,-25.18,-49.31,0.0,2,2.8,1,I,-,,PR,Rio Branco do Sul,(RSBR)detonação????,2.5,0.3,Mw(mb)
1160,2015,7,20,22,0,42,-3.06,-40.72,0.0,15,3.2,1,I,-,,CE,Granja,(RSBR),2.9,0.3,Mw(mb)
1161,2015,7,27,18,58,32,-20.03,-48.91,0.0,4,2.9,1,I,-,,MG,Frutal,(RSBR),2.6,0.3,Mw(mb)
1162,2015,7,31,17,17,56,-8.3,-72.6,0.0,80,4.1,0,I,-,,AC,Porto Walter,(RSBR),3.8,0.3,Mw(mb)
1163,2015,8,6,21,36,59,0.84,-28.8,0.0,50,4.9,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.6,0.3,Mw(mb)
1164,2015,8,14,23,38,18,-6.17,-50.57,0.0,70,2.8,1,I,-,,PA,Água Azul do Norte,(RSBR),2.5,0.3,Mw(mb)
1165,2015,8,17,18,9,1,-3.85,-54.74,0.0,30,3.0,1,I,-,,PA,Rurópolis,(RSBR)detonacao??,2.7,0.3,Mw(mb)
1166,2015,9,12,22,50,5,2.2,-32.15,0.0,50,4.2,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.9,0.3,Mw(mb)
1167,2015,9,15,21,27,3,-14.54,-50.73,0.0,30,3.4,1,I,-,,GO,Mozarlândia,(RSBR),3.1,0.3,Mw(mb)
1168,2015,9,20,11,49,19,-5.49,-35.76,0.0,10,3.8,0,I,-,,RN,João Câmara,(RSBR),3.5,0.3,Mw(mb)
1169,2015,9,21,22,28,33,-28.34,-50.22,0.0,30,2.9,1,I,-,,SC,São Joaquim,(RSBR),2.6,0.3,Mw(mb)
1170,2015,9,27,17,41,59,-13.79,-52.683,0.0,30,2.8,1,I,-,,MT,Canarana,(RSBR IAG),2.5,0.3,Mw(mb)
1171,2015,9,28,7,41,50,3.51,-27.78,0.0,50,4.1,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.8,0.3,Mw(mb)
1172,2015,10,2,3,49,32,1.08,-27.78,0.0,50,4.1,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.8,0.3,Mw(mb)
1173,2015,10,3,18,44,13,-19.57,-43.39,0.0,20,3.5,1,I,-,,MG,Bom Jesus do Amparo,(RSBR),3.2,0.3,Mw(mb)
1174,2015,10,6,3,48,28,6.5,-36.94,0.0,50,4.3,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.0,0.3,Mw(mb)
1175,2015,10,22,11,9,48,0.4,-19.5,0.0,50,4.6,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.3,0.3,Mw(mb)
1176,2015,10,23,6,53,11,-24.73,-48.12,0.0,1,3.3,1,I,-,,SP,Cajati,(RSBR),3.0,0.3,Mw(mb)
1177,2015,10,25,5,16,19,-3.29,-40.59,0.0,5,2.8,1,I,-,,CE,Uruoca,(RSBR),2.5,0.3,Mw(mb)
1178,2015,11,3,11,27,28,2.8,-33.27,0.0,50,4.2,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.9,0.3,Mw(mb)
1179,2015,11,6,3,47,9,-19.39,-56.26,0.0,20,4.0,1,I,4,,MS,Miranda,(RSBR),3.7,0.3,Mw(mb)
1180,2015,11,6,3,56,54,-19.4,-56.28,0.0,20,3.1,1,I,-,,MS,Miranda,(RSBR),2.8,0.3,Mw(mb)
1181,2015,11,6,4,20,37,-14.72,-40.12,0.0,5,3.2,1,I,-,,BA,Iguaí,(RSBR),2.9,0.3,Mw(mb)
1182,2015,11,9,17,49,34,-14.22,-49.47,0.0,10,2.9,1,I,-,,GO,Nova Iguaçu de Goiás,(RSBR),2.6,0.3,Mw(mb)
1183,2015,11,9,21,11,8,-19.55,-56.4,0.0,25,3.2,1,I,-,,MS,Miranda,(RSBR),2.9,0.3,Mw(mb)
1184,2015,11,13,1,52,23,-15.15,-43.88,0.0,20,2.8,1,I,-,,MG,Itacarambi,(RSBR),2.5,0.3,Mw(mb)
1185,2015,11,14,5,25,35,7.07,-34.28,0.0,50,5.0,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),4.7,0.3,Mw(mb)
1186,2015,11,14,21,53,22,0.31,-30.08,0.0,50,4.1,0,I,-,,PE,Arquip.S.Pedro S.Paulo,(RSBR),3.8,0.3,Mw(mb)
