"YEAR","MO","DD","HH","MI","SS","LATITUDE","LONG.","DEPTH","ERR","MAG","MT","Q","Io","Area","M_TYPE","MW_SCOR","MW_BRProxy","s_MW_BRProxy","ST","Locality","(Reference) Comments"
1998,6,2,23,18,47,-4.41,-38.29,0,2,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,4,0,40,46,-4.41,-38.29,0,2,4,1,"I","-",,"MR",4.4,3.7,0.3,"CE","Cascavel","(UFRN;UnB;IAG) Fortaleza II MM"
1998,6,4,0,48,22,-4.41,-38.29,0,2,2.5,5,"I","-",,"Ind",3.2,2.5,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,4,11,31,30,-4.41,-38.29,0,2,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,4,15,16,27,-4.41,-38.29,0,2,2.3,5,"I","-",,"Ind",3.0,2.3,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,9,3,18,20,-4.41,-38.29,0,2,2.3,5,"I","-",,"Ind",3.0,2.3,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,11,1,21,52,-4.41,-38.29,0,2,2.4,5,"I","-",,"Ind",3.1,2.4,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,11,1,41,47,-4.41,-38.29,0,2,2.2,5,"I","-",,"Ind",2.9,2.2,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,6,11,2,1,51,-4.41,-38.29,0,2,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,7,1,21,25,9,-24.02,-44.46,0,30,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"SP","Margem Cont.","(IAG;UnB)"
1998,7,2,13,30,25,-4.41,-38.29,0,2,2.4,5,"I","-",,"Ind",3.1,2.4,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,7,3,17,23,35,-4.41,-38.29,0,2,2.5,5,"I","-",,"Ind",3.2,2.5,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,7,10,16,36,41,-4.41,-38.29,0,2,2.3,5,"I","-",,"Ind",3.0,2.3,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,7,19,0,32,59,-11.61,-56.78,0,10,3.8,1,"I","-",,"MR",4.3,3.5,0.3,"MT","Pto.Gauchos","(UnB)"
1998,7,21,22,22,59,-11.59,-56.78,0,10,4.1,1,"I","-",,"MR",4.5,3.8,0.3,"MT","Pto.Gauchos","(UnB;IAG)"
1998,7,23,16,32,24,-11.6,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto.Gauchos","(UnB)"
1998,7,25,0,50,42,-11.6,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto.Gauchos","(UnB)"
1998,7,29,1,46,44,-20.79,-45.76,0,20,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"MG","Guapeh","(IAG;UnB;IPT)"
1998,7,29,6,20,52,-9.87,-39.87,0,1,3.1,1,"I","3",,"MR",3.7,2.7,0.3,"BA","Jaguarari","(IAG;UnB) Induzido por Mineracao"
1998,7,30,15,56,21,-11.6,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto.Gauchos","(UnB)"
1998,8,4,6,2,41,-4.41,-38.29,0,2,2.8,5,"I","-",,"Ind",3.4,2.8,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,8,4,6,17,9,-4.41,-38.29,0,2,2.3,5,"I","-",,"Ind",3.0,2.3,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,8,16,22,,,-28.77,-49.55,0,20,3.4,3,"C","-",0.7,"M(Af)",3.9,2.9,0.4,"SC","Meleiro","(UnB)"
1998,8,23,0,12,58,-19.59,-44.13,0,30,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"MG","P.Leopoldo","(UnB;IAG;IPT)"
1998,8,24,3,35,26,-19.59,-44.13,0,30,3,1,"I","3-4",,"MR",3.6,2.6,0.3,"MG","P.Leopoldo","(UnB;IAG;IPT)"
1998,8,26,15,9,43,-19.09,-42.96,0,50,3.8,1,"I","-",,"MR",4.3,3.5,0.3,"MG","Capelinha","(UnB)"
1998,8,27,14,23,57,-9.46,-50.49,0,50,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"PA","Pq.Nac.Arag.","(UnB)"
1998,9,1,5,38,12,-22.13,-41.07,0,30,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RJ","Margem Cont.","(IAG;IPT)"
1998,9,6,13,20,39,-4.41,-38.29,0,2,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,9,18,18,34,57,-24.96,-45.27,0,30,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"SP","Margem Cont.","(IAG;IPT;UnB)"
1998,9,18,18,40,44,-25.02,-45.47,0,30,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"SP","Margem Cont.","(IAG;IPT;UnB)"
1998,9,20,20,7,36,-15.03,-51.42,0,50,3,1,"I","-",,"MR",3.6,2.6,0.3,"GO","Aruana","(UnB)"
1998,9,20,23,44,31,-11.6,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto.Gauchos","(UnB)"
1998,9,24,3,48,48,-11.6,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto.Gauchos","(UnB)"
1998,9,24,6,13,32,-11.6,-56.8,0,10,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"MT","Pto.Gauchos","(UnB)"
1998,10,7,15,39,13,-9.87,-39.87,0,1,2.5,1,"I","2",,"MR",3.2,2.0,0.3,"BA","Jaguarari","(IAG)Induzido por Mineracao"
1998,10,9,8,3,13,-8.73,-54.57,0,50,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"PA","S. Cachimbo","(UnB)"
1998,10,9,8,8,4,-11.6,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto.Gauchos","(UnB)"
1998,10,18,7,13,13,-4.41,-38.29,0,2,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,10,20,23,34,26,-4.41,-38.29,0,2,2.4,5,"I","-",,"Ind",3.1,2.4,0.6,"CE","Cascavel","(UFRN;IAG)"
1998,11,5,8,11,33,-23.15,-46.05,0,20,2.6,1,"I","4-5",,"MR",3.2,2.2,0.3,"SP","Igarata","(IAG;IPT)"
1998,11,11,19,10,57,-11.61,-56.79,0,10,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"MT","Pto.Gauchos","(UnB)"
1998,11,19,15,39,59,-9.66,-37,0,10,2.5,1,"I","5",,"MR",3.2,2.0,0.3,"AL","Jaramataia","(IAG)"
1998,12,31,0,25,12,-16.37,-54.14,0,50,3,1,"I","-",,"MR",3.6,2.6,0.3,"MT","Rondonopolis","(UnB)"
1999,1,2,8,33,55,-23.41,-49.17,0,30,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"SP","Itai","(IPT;IAG;UnB)"
1999,1,7,12,45,8,-4.41,-38.29,0,2,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"CE","Cascavel","(UFRN)"
1999,2,8,18,44,45,-11.61,-56.78,2,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MT","Pto. Gauchos","(UnB)"
1999,2,27,2,3,59,-24.42,-50.07,0,30,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PR","NWPiraidoSul","(IPT;IAG)"
1999,3,6,12,32,54,-23.47,-40.91,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RJ","Margem Cont.","(IAG)"
1999,3,15,5,13,32,-0.22,-63.79,22,30,4,0,"I","-",,"mb",4.4,3.7,0.3,"AM","SGCachoeira","(ISC;UnB:m=4.4)"
1999,3,18,9,31,28,-11.6,-56.79,2,10,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"MT","Pto.Gauchos","(UnB)"
1999,3,18,9,31,39,-22.3,-40.75,0,30,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"RJ","Margem Cont.","(IAG)"
1999,3,28,3,5,47,-9.87,-39.87,0,1,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"BA","Jaguarari","(IAG)Induzido por Mineracao"
1999,4,1,17,18,44,-11.59,-56.78,2,10,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"MT","Pto. Gauchos","(UnB)"
1999,4,2,3,7,31,-11.61,-56.78,2,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MT","Pto. Gauchos","(UnB)"
1999,4,5,7,53,2,-22.53,-40.37,0,20,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"RJ","Margem Cont.","(IAG)"
1999,4,11,20,26,49,-20.02,-47.31,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","Jaguarinha","(IAG;UnB;IPT)"
1999,5,4,20,26,8,-11.6,-56.79,2,10,3,1,"I","-",,"MR",3.6,2.6,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,5,3,45,53,-6.55,-38.35,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PB","Uirauna","(UFRN;IAG)"
1999,5,7,6,44,59,-11.61,-56.78,2,10,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,7,6,45,0,-11.61,-56.78,2,10,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,7,7,1,29,-11.61,-56.78,2,10,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,7,20,38,58,-11.62,-56.78,2,10,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,9,14,24,59,-11.61,-56.78,2,10,3,1,"I","-",,"MR",3.6,2.6,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,11,20,16,11,-11.61,-56.78,2,10,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"MT","Pto. Gauchos","(UnB)"
1999,5,12,18,59,48,-5.66,-35.85,0,5,2,5,"I","-",,"Ind",2.7,2.0,0.6,"RN","Joao Camara","(UFRN)"
1999,5,14,19,7,1,-22.35,-40.51,0,20,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"RJ","Margem Cont.","(IAG)"
1999,5,18,6,57,14,-24.52,-41.6,0,30,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"RJ","Margem Cont.","(IAG;UnB)"
1999,5,31,2,34,10,-4.41,-38.15,0,2,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Cascavel","(UFRN)"
1999,6,4,3,41,14,-23.77,-44.32,0,30,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"SP","Margem Cont.","(IAG)"
1999,6,25,19,52,7,-24.51,-40.78,0,50,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"RJ","Margem Cont.","(IAG;UnB)"
1999,6,30,20,19,33,-5.62,-35.82,0,5,3,5,"I","-",,"Ind",3.6,3.0,0.6,"RN","Joao Camara","(UFRN)"
1999,6,30,20,24,17,-5.62,-35.82,0,5,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"RN","Joao Camara","(UFRN)"
1999,7,4,14,2,46,-5.62,-35.82,0,5,2.2,5,"I","-",,"Ind",2.9,2.2,0.6,"RN","Joao Camara","(UFRN)"
1999,7,11,1,35,,-13.17,-39.58,0,10,2.9,4,"C","-",0.113,"M(Io)",3.5,2.9,0.6,"BA","Ubaira","(IAG) varios evts."
1999,7,17,2,23,21,-22.56,-40.56,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RJ","Margem Cont.","(IAG)"
1999,7,31,20,6,0,-4.41,-38.29,0,2,2.3,5,"I","-",,"Ind",3.0,2.3,0.6,"CE","Cascavel","(UFRN)"
1999,8,7,18,44,32,-11.61,-56.78,2,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MT","Pto. Gauchos","(UnB)"
1999,8,8,5,25,10,-22.32,-40.57,0,20,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"RJ","Margem Cont","(IAG)"
1999,8,13,8,33,32,-3.94,-39.53,0,3,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Apuiares","(UFRN)"
1999,8,17,21,26,53,-23.68,-46.64,0,5,2.4,1,"I","4",,"MR",3.1,1.9,0.3,"SP","Santo Amaro","(IAG)"
1999,8,18,4,43,58,-13.3,-49.2,0,80,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"GO","Porangatu","(UnB;IAG)"
1999,9,15,14,58,18,-19.89,-44.15,0,5,2,5,"I","2",,"Ind",2.7,2.0,0.6,"MG","Betim","(UnB)"
1999,9,20,0,11,1,-16.35,-51,0,20,2.5,1,"I","3-4",,"MR",3.2,2.0,0.3,"GO","Iporah","(UnB)"
1999,10,1,18,2,45,-11.62,-56.79,2,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Pto. Gauchos","(UnB)"
1999,10,8,17,21,19,-24.18,-50.47,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"PR","Lagoa","(IPT;IAG)"
1999,10,16,13,45,26,-20.51,-43.7,0,40,2,1,"I","-",,"MR",2.7,1.5,0.3,"MG","Ponte Nova","(IAG) 2 evts."
1999,10,24,19,13,42,-16.46,-44.09,0,50,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MG","Montes Claros","(IAG;UnB)"
1999,10,25,9,24,6,-9.87,-39.87,0,1,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"BA","Jaguarari","(IAG)Induzido por Mineracao"
1999,10,30,3,58,0,-22.02,-40.08,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"RJ","Margem Cont.","(IAG)"
1999,11,12,7,42,6,-11.68,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Porto dos Gauchos","(UnB)"
1999,11,17,9,20,0,-8.28,-33.02,0,5,2.4,5,"I","-",,"Ind",3.1,2.4,0.6,"PE","Caruaru","(UFRN)"
1999,11,17,12,6,14,-8.28,-36.02,0,5,3,1,"I","4-5",,"MR",3.6,2.6,0.3,"PE","Caruaru","(UFRN;UnB)"
1999,11,20,13,28,40,-11.62,-56.8,2,10,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"MT","Pto. Gauchos","(UnB)"
1999,12,16,5,8,21,-11.65,-47.8,0,50,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"TO","Natividade","(UnB)"
1999,12,22,11,18,55,-4.41,-38.29,0,2,2.2,5,"I","-",,"Ind",2.9,2.2,0.6,"CE","Cascavel","(UFRN)"
1999,12,22,11,19,50,-4.41,-38.29,0,2,2.8,5,"I","-",,"Ind",3.4,2.8,0.6,"CE","Cascavel","(UFRN;UnB)"
1999,12,22,12,3,5,-4.41,-38.29,0,2,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"CE","Cascavel","(UFRN)"
1999,12,23,3,58,2,-4.41,-38.29,0,2,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"CE","Cascavel","(UFRN)"
2000,1,22,23,36,40,-4.41,-38.29,0,2,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"CE","Cascavel","(UFRN;UnB;IAG)"
2000,1,22,23,43,52,-4.41,-38.29,0,2,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","Cascavel","(UFRN)"
2000,1,23,6,22,39,-4.41,-38.29,0,2,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"CE","Cascavel","(UFRN;UnB;IAG)"
2000,1,23,8,4,51,-4.41,-38.29,0,2,3,1,"I","-",,"MR",3.6,2.6,0.3,"CE","Cascavel","(UFRN;UnB;IAG)"
2000,2,18,0,,,-27.28,-52.33,0,10,2.6,4,"C","3",,"M(Io)",3.2,2.6,0.6,"SC","Itah","(IAG; Diario Catarinense)"
2000,2,25,14,35,27,-4.41,-38.29,0,2,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","Cascavel","(UnB;IAG;UFRN)"
2000,3,28,23,41,55,-16.48,-55.73,0,100,3.4,1,"I","2",,"MR",3.9,3.1,0.3,"MT","Poconeh","(UnB)"
2000,4,12,7,26,34,-12.27,-48.84,0,80,3.1,1,"I","4-5",,"MR",3.7,2.7,0.3,"TO","S.V.Nativid.","(UnB;IAG)"
2000,4,17,14,29,46,-22.25,-40.43,0,20,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"RJ","Margem  Cont.","(IAG)"
2000,4,22,22,11,45,-11.45,-50.38,0,100,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"MS","Luciara","(UnB)"
2000,4,28,3,15,8,-26.83,-56.35,0,50,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"PY","Paraguay","(UnB;IAG)"
2000,5,2,14,5,,-16.03,-56.53,0,30,3.7,3,"C","5",2.8,"M(Af)",4.2,3.4,0.4,"MT","Cangas","(IAG;UnB)"
2000,5,6,5,11,39,-19.06,-47.98,0,10,3.3,1,"I","5-6",,"MR",3.8,2.9,0.3,"MG","Miranda","(UnB;IAG)"
2000,5,18,17,53,,-5.5,-35.6,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"RN","Pureza;","(UFRN)"
2000,6,29,2,2,18,-4.41,-38.29,0,2,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"CE","Cascavel","(UnB)"
2000,7,4,4,54,47,-4.41,-38.29,0,5,4.1,1,"I","4-5",,"MR",4.5,3.8,0.3,"CE","Cascavel","(UnB;UFRN)"
2000,7,13,23,55,41,-9.87,-39.87,0,1,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"BA","Jaguarari","(IAG)Induzido p/ Mineracao"
2000,7,27,,,,-16.37,-40.54,0,30,3.2,4,"C","4-5",,"M(Io)",3.8,3.2,0.6,"MG","Rubim","(UnB)"
2000,9,13,7,39,51,-12.02,-49.85,0,30,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"TO","Gurupi","(IAG;UnB)"
2000,9,23,1,55,25,-4.3,-38.4,0,50,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"CE","Pacajus","(UnB)"
2000,9,28,16,4,9,-21.04,-49.06,0,10,3.4,1,"I","5",1.3,"MR",3.9,3.1,0.3,"SP","Catigua","(IAG;UnB;IPT)"
2000,10,6,13,4,12,-3.19,-40.43,0,5,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"CE","Senador Sa","(UFRN;UnB)"
2000,10,17,13,37,45,-3.19,-40.43,0,5,3,1,"I","-",,"MR",3.6,2.6,0.3,"CE","Senador Sa","(UFRN;UnB)"
2000,11,10,20,5,8,-4.3,-38.4,0,50,3,1,"I","-",,"MR",3.6,2.6,0.3,"CE","Pacajus","(UnB)"
2000,11,20,9,36,33,-16.01,-47.79,0,10,4.2,1,"I","6",7.8,"MR",4.6,3.9,0.3,"DF","Sao Sebastiao","(UnB;IAG;IPT;UFRN)"
2000,11,21,21,58,13,-11.5,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","P.Gauchos","(UnB)"
2000,12,1,0,28,42,-26.93,-56.53,0,50,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PY","Paraguay","(UnB)"
2000,12,6,17,47,11,-24.12,-44.8,0,20,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"SP","Margem Cont.","(IAG)"
2000,12,10,1,23,51,-15.58,-48.08,0,100,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"GO","Aguas LGoias","(UnB;IAG)"
2000,12,18,1,31,40,-27.22,-57.55,0,50,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"PY","Paraguay","(UnB)"
2000,12,21,4,43,34,-26.15,-58.12,0,50,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"PY","Paraguay","(UnB)"
2000,12,24,5,16,10,-11.5,-56.8,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","P.Gauchos","(UnB;IAG)"
2001,1,7,3,50,15,-17.7,-44.7,0,0,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"MG","Pirapora","(UnB)"
2001,1,23,9,21,31,-5.28,-39.42,0,50,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"CE","Quixeramobim","(IAG;UFRN)"
2001,2,26,20,42,0,-4.41,-38.29,0,2,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"CE","Cascavel","(IAG;UnB) IAG 3.5; UnB 3.8"
2001,4,6,10,26,5,-9.87,-39.87,0,1,3,1,"I","-",,"MR",3.6,2.6,0.3,"BA","Jaguarari","(IAG) Induzido p/ Mina"
2001,5,9,0,38,12,-9.89,-72.47,22,30,3.7,0,"I","-",,"mb",4.2,3.4,0.3,"AC","Peru","(ISC)"
2001,5,24,23,55,0,-21.2,-39.91,0,10,3,1,"I","-",,"MR",3.6,2.6,0.3,"RJ","Margem Cont.","(IAG;UnB) IAG2.6;UnB3.4"
2001,5,27,9,50,0,-1.3,-60.5,0,0,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"AM","Balbina","(UnB)"
